"Company","ATS","Title","Field","Team","Location","Region","Employment","PayMin","PayMax","PayInterval","Education","URL","DefenseRelevance","DefenseSignal"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Facility Operations Manager","team-support","","Hilliard, OH","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3197600/data-center-facility-operations-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Facility Manager II, Data Center Engineer Operations (DCEO)","team-support","","New Albany, OH","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10521946/data-center-facility-manager-ii-data-center-engineer-operations-dceo","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Engineering  Maintenance Technician","team-support","","Hayward, CA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3198416/engineering-maintenance-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Commissioning Engineer, Amazon Commissioning","team-support-engineer-primary","","Herndon, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10470527/commissioning-engineer-amazon-commissioning","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Commissioning Engineer, Amazon Commissioning","team-support-engineer-primary","","Herndon, VA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10470525/commissioning-engineer-amazon-commissioning","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Cable Installation Technician, Infra - GND, GND Cabling Team","team-support","","Berwick, PA","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3206631/cable-installation-technician-infra-gnd-gnd-cabling-team","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Network Cable Installation Technician, Infra - GND","team-support","","Canton, MS","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10521895/network-cable-installation-technician-infra-gnd","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Area Operations Manager","team-administrative-support-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10379675/data-center-area-operations-manager","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities ","team-support","","Umatilla, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10520597/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician, DCC Communities","team-support-engineer-primary","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10387105/data-center-technician-dcc-communities","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-it-services","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/10415027/data-center-technician","gov_customer","govcloud"
"Amazon Web Services (AWS)","Amazon Jobs","Data Center Technician","team-support","","Boardman, OR","US (CONUS)","Full-time","","","","","https://www.amazon.jobs/en/jobs/3198466/data-center-technician","gov_customer","govcloud"
